title,description,Genre,Actors,Poster,imdb_score,tags
The Vampire Diaries,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.","Drama, Fantasy, Horror, Mystery, Romance, Thriller","Kat Graham, Paul Wesley, Ian Somerhalder, Candice King",https://images-na.ssl-images-amazon.com/images/M/MV5BMjcwZGE4YjctY2VjZi00MjIzLTllM2QtNTg4NTQ1OGVlMmI2L2ltYWdlXkEyXkFqcGdeQXVyNjMwMjA4MzM@._V1_SX300.jpg,7.7,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.SHOWDrama, Fantasy, Horror, Mystery, Romance, ThrillerUSKat Graham, Paul Wesley, Ian Somerhalder, Candice King"
Naruto,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!","Animation, Action, Adventure, Comedy, Fantasy","Kate Higgins, Maile Flanagan, Chie Nakamura, Junko Takeuchi",https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ5NGFiNWEtMmMyMC00MDdiLTg4YjktOGY5Yzc2MDUxMTE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.4,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!SHOWAnimation, Action, Adventure, Comedy, FantasyJPKate Higgins, Maile Flanagan, Chie Nakamura, Junko Takeuchi"
Trailer Park Boys,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,"Comedy, Crime","Robb Wells, John Paul Tremblay, John Dunsworth, Mike Smith",https://images-na.ssl-images-amazon.com/images/M/MV5BOTA0NTAwMTc1MF5BMl5BanBnXkFtZTgwODk2NjY0ODE@._V1_SX300.jpg,8.6,"Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.SHOWComedy, CrimeCARobb Wells, John Paul Tremblay, John Dunsworth, Mike Smith"
Borgen,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.",Drama,"Emil Poulsen, Freja Riemann, Birgitte Hjort Sørensen, Sidse Babett Knudsen",https://m.media-amazon.com/images/M/MV5BZWExNWRiZmMtOWFhNy00ZjE0LTg0NDQtOWYxNDk2ZTg1ZDBkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.5,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.SHOWDramaDKEmil Poulsen, Freja Riemann, Birgitte Hjort Sørensen, Sidse Babett Knudsen"
iCarly,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.","Comedy, Family, Romance","Miranda Cosgrove, Jerry Trainor, Jennette McCurdy, Nathan Kress",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NjYyNDg3MV5BMl5BanBnXkFtZTcwNjI0ODM3OA@@._V1_SX300.jpg,6.7,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.SHOWComedy, Family, RomanceUSMiranda Cosgrove, Jerry Trainor, Jennette McCurdy, Nathan Kress"
Victorious,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,"Comedy, Drama, Family, Music, Romance","Victoria Justice, Ariana Grande, Matt Bennett, Leon Thomas III",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ5MjE0MTkyMV5BMl5BanBnXkFtZTgwMjkxODQxMDE@._V1_SX300.jpg,6.9,"Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.SHOWComedy, Drama, Family, Music, RomanceUSVictoria Justice, Ariana Grande, Matt Bennett, Leon Thomas III"
Merlin,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.","Adventure, Drama, Fantasy","Bradley James, John Hurt, Richard Wilson, Colin Morgan",https://images-na.ssl-images-amazon.com/images/M/MV5BODVhNmYwMDEtMzVkZS00ZGRkLWFjYzItYmU3MjVhMWM2ODhhXkEyXkFqcGdeQXVyNjQyOTE3MTI@._V1_SX300.jpg,7.9,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.SHOWAdventure, Drama, FantasyGBBradley James, John Hurt, Richard Wilson, Colin Morgan"
Offspring,"An exuberant drama set in Melbourne's Fitzroy, centering on Nina Proudman and her struggle to deal with her fabulously messy family, her hunt for a decent love life and her tendency to overthink and fly off into fantasy.","Comedy, Drama","Linda Cropper, Kat Stewart, Asher Keddie, Richard Davies",https://images-na.ssl-images-amazon.com/images/M/MV5BN2UxZjgzNzEtZDk4ZC00ZjNmLTkzMWYtNTA0YzhkYmUyMzE2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,8.3,"An exuberant drama set in Melbourne's Fitzroy, centering on Nina Proudman and her struggle to deal with her fabulously messy family, her hunt for a decent love life and her tendency to overthink and fly off into fantasy.SHOWComedy, DramaAULinda Cropper, Kat Stewart, Asher Keddie, Richard Davies"
Gurren Lagann,"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.","Animation, Action, Adventure, Comedy, Drama, Sci-Fi","Steve Blum, Johnny Yong Bosch, Kana Asumi, Yuri Lowenthal",http://ia.media-imdb.com/images/M/MV5BMjIxMDkyOTIxOV5BMl5BanBnXkFtZTgwMzQxMTA3MDE@._V1_SX300.jpg,8.3,"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.SHOWAnimation, Action, Adventure, Comedy, Drama, Sci-FiJPSteve Blum, Johnny Yong Bosch, Kana Asumi, Yuri Lowenthal"
Code Geass: Lelouch of the Rebellion,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...","Animation, Action, Drama, Sci-Fi, Thriller","Takahiro Sakurai, Johnny Yong Bosch, Jun Fukuyama, Yuri Lowenthal",https://images-na.ssl-images-amazon.com/images/M/MV5BYmEyM2VlZWItNWY4Ni00YmY2LWE3YTAtYjljMmU1MWEyYmZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.7,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...SHOWAnimation, Action, Drama, Sci-Fi, ThrillerJPTakahiro Sakurai, Johnny Yong Bosch, Jun Fukuyama, Yuri Lowenthal"
The 4400,"4400 centers on the return of 4400 people who, previously presumed dead or reported missing, reappear on Earth. Though they have not aged physically, some of them seem to have deeper alterations ranging from superhuman strength to an unexplained healing touch. A government agency is formed to track the 4400 people after one of them commits a murder.","Drama, Mystery, Sci-Fi, Thriller","Conchita Campbell, Jacqueline McKenzie, Joel Gretsch, Patrick John Flueger",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTYzNjIwNF5BMl5BanBnXkFtZTcwNjQ3NjI0MQ@@._V1_SX300.jpg,7.3,"4400 centers on the return of 4400 people who, previously presumed dead or reported missing, reappear on Earth. Though they have not aged physically, some of them seem to have deeper alterations ranging from superhuman strength to an unexplained healing touch. A government agency is formed to track the 4400 people after one of them commits a murder.SHOWDrama, Mystery, Sci-Fi, ThrillerUSConchita Campbell, Jacqueline McKenzie, Joel Gretsch, Patrick John Flueger"
Midnight Diner,"Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing chatter and the proprietor's willingness to cook any dish that they request. This drama depicts the lives of the restaurant's patrons, including a yakuza, an unsuccessful actor, a group of office ladies, a newspaper delivery boy, and a stripper.","Comedy, Drama","Mikako Tabe, Tokio Emoto, Kaoru Kobayashi, Saki Takaoka",https://images-na.ssl-images-amazon.com/images/M/MV5BOGM2ZGQ1YjItNzVkMS00MjM3LWFkY2QtNTRmNzQyNWM5MWE2XkEyXkFqcGdeQXVyMTg1NzQxOTg@._V1_SX300.jpg,8.6,"Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing chatter and the proprietor's willingness to cook any dish that they request. This drama depicts the lives of the restaurant's patrons, including a yakuza, an unsuccessful actor, a group of office ladies, a newspaper delivery boy, and a stripper.SHOWComedy, DramaJPMikako Tabe, Tokio Emoto, Kaoru Kobayashi, Saki Takaoka"
H2O: Just Add Water,H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,"Drama, Family, Fantasy","Phoebe Tonkin, Burgess Abernethy, Cariba Heine, Angus McLaren",https://images-na.ssl-images-amazon.com/images/M/MV5BNDI3NTA1NjQyNF5BMl5BanBnXkFtZTgwMjMzMjY2MDE@._V1_SX300.jpg,7.2,"H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.SHOWDrama, Family, FantasyAUPhoebe Tonkin, Burgess Abernethy, Cariba Heine, Angus McLaren"
Black Butler,"In Victorian-era London, on the night of Ciel Phantomhive's tenth birthday a fire destroyed his manor and killed both of his parents. In a moment of death Ceil strikes a deal with a demon, his soul in exchange for revenge. This demon becomes his butler and calls himself by name of Sebastian Michaelis, to protect and serve Ciel until the deal has been completed. One month after the fire Ciel returns from being missing, with his new butler Sebastian. Ceil is now the head of the Phantomhive corporation, handling all business affairs as well as the work as the Queen of England’s guard dog and looking for his parents murders.","Animation, Action, Comedy, Crime, Drama, Fantasy, Horror, Mystery, Thriller","J. Michael Tatum, Daisuke Ono, Brina Palencia, Michael C. Pizzuto",https://images-na.ssl-images-amazon.com/images/M/MV5BNDEyNzhmOWEtNTRlYy00NGI3LWJhZTMtZDkzZTFkN2RhMWRlXkEyXkFqcGdeQXVyNjU3MzA0NjE@._V1_SX300.jpg,8.3,"In Victorian-era London, on the night of Ciel Phantomhive's tenth birthday a fire destroyed his manor and killed both of his parents. In a moment of death Ceil strikes a deal with a demon, his soul in exchange for revenge. This demon becomes his butler and calls himself by name of Sebastian Michaelis, to protect and serve Ciel until the deal has been completed. One month after the fire Ciel returns from being missing, with his new butler Sebastian. Ceil is now the head of the Phantomhive corporation, handling all business affairs as well as the work as the Queen of England’s guard dog and looking for his parents murders.SHOWAnimation, Action, Comedy, Crime, Drama, Fantasy, Horror, Mystery, ThrillerJPJ. Michael Tatum, Daisuke Ono, Brina Palencia, Michael C. Pizzuto"
Octonauts,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",Animation,"Ross Breen, Simon Greenall, Jo Wyatt, Keith Wickham",https://images-na.ssl-images-amazon.com/images/M/MV5BNzY2M2E0N2MtZWI1Ni00YWYyLWFhOWQtYmMxZWE4NTc2YjUwXkEyXkFqcGdeQXVyNDE5Nzg5NDY@._V1_SX300.jpg,7.6,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.SHOWAnimationGBRoss Breen, Simon Greenall, Jo Wyatt, Keith Wickham"
